pair,FileName,Subfolder,ImageName,Description,Majority_Label,Confidence
pair_1491,1116_1,4000K,1116_1_4000K.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",-1,0.594360938
pair_1491,1116_1,6400K,1116_1_6400K.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",1,0.594360938
pair_1492,1116_1,3400K,1116_1_3400K.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",-1,1
pair_1492,1116_1,10000K,1116_1_10000K.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",1,1
pair_1493,1116_1,4950K,1116_1_gt.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",1,1
pair_1493,1116_1,6400K,1116_1_6400K.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",-1,1
pair_1494,1116_1,4950K,1116_1_gt.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",1,1
pair_1494,1116_1,4000K,1116_1_4000K.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",-1,1
pair_1495,1116_1,4950K,1116_1_gt.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",1,1
pair_1495,1116_1,10000K,1116_1_10000K.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",-1,1
pair_1496,1116_1,4950K,1116_1_gt.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",1,1
pair_1496,1116_1,3400K,1116_1_3400K.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",-1,1
pair_1497,1116_1,4950K,1116_1_gt.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",1,1
pair_1497,1116_1,2800K,1116_1_2800K.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",-1,1
pair_1498,1116_1,4950K,1116_1_gt.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",1,1
pair_1498,1116_1,2400K,1116_1_2400K.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",-1,1
pair_1499,1116_1,4950K,1116_1_gt.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",1,1
pair_1499,1116_1,2000K,1116_1_2000K.jpg,"This is an image set in a picturesque mountain town environment, featuring a newlywed couple strolling in wedding attire under the bright sunshine. The background displays a unique cluster of buildings dominated by blue and white tones, characteristic of wedding photography.",-1,1
pair_15,0_2,5000K,0_2_gt.jpg,"This is an image featuring a lake with a snow-capped mountain in the background. The theme is a wedding photoshoot of a newlywed couple by the lakeside. The man is wearing a formal suit, and the woman is dressed in a gorgeous wedding gown, characteristic of bridal photography.",1,1
pair_15,0_2,3600K,0_2_3600K.jpg,"This is an image featuring a lake with a snow-capped mountain in the background. The theme is a wedding photoshoot of a newlywed couple by the lakeside. The man is wearing a formal suit, and the woman is dressed in a gorgeous wedding gown, characteristic of bridal photography.",-1,1
pair_150,1006_0,4650K,1006_0_gt.jpg,"This is an image of a city street, with the theme centered around a fashionable shopper in the city. She is dressed in pink trousers and a white shirt, holding a drink in her hand. In the background, street-side cafés and pedestrians are visible, creating a relaxed and lively atmosphere. The photo belongs to the category of street photography.",1,1
pair_150,1006_0,2000K,1006_0_2000K.jpg,"This is an image of a city street, with the theme centered around a fashionable shopper in the city. She is dressed in pink trousers and a white shirt, holding a drink in her hand. In the background, street-side cafés and pedestrians are visible, creating a relaxed and lively atmosphere. The photo belongs to the category of street photography.",-1,1
pair_1500,1116_3,4000K,1116_3_4000K.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",-1,0.594360938
pair_1500,1116_3,6400K,1116_3_6400K.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",1,0.594360938
pair_1501,1116_3,3400K,1116_3_3400K.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",-1,1
pair_1501,1116_3,10000K,1116_3_10000K.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",1,1
pair_1502,1116_3,4950K,1116_3_gt.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",1,1
pair_1502,1116_3,6400K,1116_3_6400K.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",-1,1
pair_1503,1116_3,4950K,1116_3_gt.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",1,1
pair_1503,1116_3,4000K,1116_3_4000K.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",-1,1
pair_1504,1116_3,4950K,1116_3_gt.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",1,1
pair_1504,1116_3,10000K,1116_3_10000K.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",-1,1
pair_1505,1116_3,4950K,1116_3_gt.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",1,1
pair_1505,1116_3,3400K,1116_3_3400K.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",-1,1
pair_1506,1116_3,4950K,1116_3_gt.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",1,1
pair_1506,1116_3,2800K,1116_3_2800K.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",-1,1
pair_1507,1116_3,4950K,1116_3_gt.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",1,1
pair_1507,1116_3,2400K,1116_3_2400K.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",-1,1
pair_1508,1116_3,4950K,1116_3_gt.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",1,1
pair_1508,1116_3,2000K,1116_3_2000K.jpg,"This is an image with an urban backdrop, featuring a building complex primarily in blue and white tones, resembling the scenery of Chefchaouen, Morocco. In the foreground is a woman in a wedding dress walking on a green field. The theme is a wedding or bridal photography, conveying a romantic atmosphere and beautiful clothing design, categorized as portrait photography.",-1,1
pair_1509,1117_1,4000K,1117_1_4000K.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",0,0.5
pair_1509,1117_1,6600K,1117_1_6600K.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",0,0.5
pair_151,1006_1,4000K,1006_1_4000K.jpg,"This is an image of an urban street scene with a theme focused on showcasing fashionable street style. The individuals in the picture are dressed stylishly, holding beverages in their hands, with the background featuring buildings from a city commercial district. It falls under the category of portrait photography.",1,1
pair_151,1006_1,6200K,1006_1_6200K.jpg,"This is an image of an urban street scene with a theme focused on showcasing fashionable street style. The individuals in the picture are dressed stylishly, holding beverages in their hands, with the background featuring buildings from a city commercial district. It falls under the category of portrait photography.",-1,1
pair_1510,1117_1,3400K,1117_1_3400K.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",-1,0.594360938
pair_1510,1117_1,10000K,1117_1_10000K.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",1,0.594360938
pair_1511,1117_1,4900K,1117_1_gt.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",1,1
pair_1511,1117_1,4000K,1117_1_4000K.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",-1,1
pair_1512,1117_1,4900K,1117_1_gt.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",1,1
pair_1512,1117_1,6600K,1117_1_6600K.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",-1,1
pair_1513,1117_1,4900K,1117_1_gt.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",1,1
pair_1513,1117_1,3400K,1117_1_3400K.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",-1,1
pair_1514,1117_1,4900K,1117_1_gt.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",1,1
pair_1514,1117_1,10000K,1117_1_10000K.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",-1,1
pair_1515,1117_1,4900K,1117_1_gt.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",1,1
pair_1515,1117_1,2800K,1117_1_2800K.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",-1,1
pair_1516,1117_1,4900K,1117_1_gt.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",1,1
pair_1516,1117_1,2400K,1117_1_2400K.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",-1,1
pair_1517,1117_1,4900K,1117_1_gt.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",1,1
pair_1517,1117_1,2000K,1117_1_2000K.jpg,"This is an image of an indoor setting, featuring a model dressed in fashionable clothing. The background includes decorative wooden cabinets and colorful furniture arrangements, and it belongs to portrait photography.",-1,1
pair_1518,1119_3,3800K,1119_3_3800K.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",1,1
pair_1518,1119_3,5800K,1119_3_5800K.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",-1,1
pair_1519,1119_3,3200K,1119_3_3200K.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",1,0.594360938
pair_1519,1119_3,10000K,1119_3_10000K.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",-1,0.594360938
pair_152,1006_1,3600K,1006_1_3600K.jpg,"This is an image of an urban street scene with a theme focused on showcasing fashionable street style. The individuals in the picture are dressed stylishly, holding beverages in their hands, with the background featuring buildings from a city commercial district. It falls under the category of portrait photography.",1,0.728217778
pair_152,1006_1,10000K,1006_1_10000K.jpg,"This is an image of an urban street scene with a theme focused on showcasing fashionable street style. The individuals in the picture are dressed stylishly, holding beverages in their hands, with the background featuring buildings from a city commercial district. It falls under the category of portrait photography.",-1,0.728217778
pair_1520,1119_3,4400K,1119_3_gt.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",1,1
pair_1520,1119_3,3800K,1119_3_3800K.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",-1,1
pair_1521,1119_3,4400K,1119_3_gt.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",1,1
pair_1521,1119_3,5800K,1119_3_5800K.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",-1,1
pair_1522,1119_3,4400K,1119_3_gt.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",1,1
pair_1522,1119_3,10000K,1119_3_10000K.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",-1,1
pair_1523,1119_3,4400K,1119_3_gt.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",1,1
pair_1523,1119_3,3200K,1119_3_3200K.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",-1,1
pair_1524,1119_3,4400K,1119_3_gt.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",1,1
pair_1524,1119_3,2800K,1119_3_2800K.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",-1,1
pair_1525,1119_3,4400K,1119_3_gt.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",1,1
pair_1525,1119_3,2400K,1119_3_2400K.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",-1,1
pair_1526,1119_3,4400K,1119_3_gt.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",1,1
pair_1526,1119_3,2000K,1119_3_2000K.jpg,"This is an image of an indoor windowsill, capturing a warm and serene moment of a woman sitting quietly by the window. Outside the window, there are green plants and sunlight, and beside her, there is a decorative birdhouse. The photograph belongs to the genre of portrait photography.",-1,1
pair_1527,111_0,4200K,111_0_4200K.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",1,0.522782999
pair_1527,111_0,6400K,111_0_6400K.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",-1,0.522782999
pair_1528,111_0,3600K,111_0_3600K.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",1,0.522782999
pair_1528,111_0,10000K,111_0_10000K.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",-1,0.522782999
pair_1529,111_0,5100K,111_0_gt.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",1,1
pair_1529,111_0,6400K,111_0_6400K.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",-1,1
pair_153,1006_1,4650K,1006_1_gt.jpg,"This is an image of an urban street scene with a theme focused on showcasing fashionable street style. The individuals in the picture are dressed stylishly, holding beverages in their hands, with the background featuring buildings from a city commercial district. It falls under the category of portrait photography.",1,1
pair_153,1006_1,4000K,1006_1_4000K.jpg,"This is an image of an urban street scene with a theme focused on showcasing fashionable street style. The individuals in the picture are dressed stylishly, holding beverages in their hands, with the background featuring buildings from a city commercial district. It falls under the category of portrait photography.",-1,1
pair_1530,111_0,5100K,111_0_gt.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",1,1
pair_1530,111_0,4200K,111_0_4200K.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",-1,1
pair_1531,111_0,5100K,111_0_gt.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",1,1
pair_1531,111_0,10000K,111_0_10000K.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",-1,1
pair_1532,111_0,5100K,111_0_gt.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",1,1
pair_1532,111_0,3600K,111_0_3600K.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",-1,1
pair_1533,111_0,5100K,111_0_gt.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",1,1
pair_1533,111_0,2800K,111_0_2800K.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",-1,1
pair_1534,111_0,5100K,111_0_gt.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",1,1
pair_1534,111_0,2400K,111_0_2400K.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",-1,1
pair_1535,111_0,5100K,111_0_gt.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",1,1
pair_1535,111_0,2000K,111_0_2000K.jpg,"This is an image of a seaside sunset, featuring a romantic wedding scene where a newlywed couple shares a kiss. The background showcases the beautiful ocean and the glow of the setting sun. It belongs to the category of portrait photography.",-1,1
pair_1536,111_3,4200K,111_3_4200K.jpg,"This is an image taken on coastal rocks, featuring a newlywed couple engaged in wedding photography amidst the natural beauty. Behind them is the vast ocean and rocky landscape, making it a portrait photograph.",-1,0.522782999
pair_1536,111_3,6800K,111_3_6800K.jpg,"This is an image taken on coastal rocks, featuring a newlywed couple engaged in wedding photography amidst the natural beauty. Behind them is the vast ocean and rocky landscape, making it a portrait photograph.",1,0.522782999
pair_1537,111_3,3600K,111_3_3600K.jpg,"This is an image taken on coastal rocks, featuring a newlywed couple engaged in wedding photography amidst the natural beauty. Behind them is the vast ocean and rocky landscape, making it a portrait photograph.",-1,0.728217778
pair_1537,111_3,10000K,111_3_10000K.jpg,"This is an image taken on coastal rocks, featuring a newlywed couple engaged in wedding photography amidst the natural beauty. Behind them is the vast ocean and rocky landscape, making it a portrait photograph.",1,0.728217778
pair_1538,111_3,5050K,111_3_gt.jpg,"This is an image taken on coastal rocks, featuring a newlywed couple engaged in wedding photography amidst the natural beauty. Behind them is the vast ocean and rocky landscape, making it a portrait photograph.",1,1
pair_1538,111_3,4200K,111_3_4200K.jpg,"This is an image taken on coastal rocks, featuring a newlywed couple engaged in wedding photography amidst the natural beauty. Behind them is the vast ocean and rocky landscape, making it a portrait photograph.",-1,1
pair_1539,111_3,5050K,111_3_gt.jpg,"This is an image taken on coastal rocks, featuring a newlywed couple engaged in wedding photography amidst the natural beauty. Behind them is the vast ocean and rocky landscape, making it a portrait photograph.",1,1
pair_1539,111_3,6800K,111_3_6800K.jpg,"This is an image taken on coastal rocks, featuring a newlywed couple engaged in wedding photography amidst the natural beauty. Behind them is the vast ocean and rocky landscape, making it a portrait photograph.",-1,1
pair_154,1006_1,4650K,1006_1_gt.jpg,"This is an image of an urban street scene with a theme focused on showcasing fashionable street style. The individuals in the picture are dressed stylishly, holding beverages in their hands, with the background featuring buildings from a city commercial district. It falls under the category of portrait photography.",1,1
pair_154,1006_1,6200K,1006_1_6200K.jpg,"This is an image of an urban street scene with a theme focused on showcasing fashionable street style. The individuals in the picture are dressed stylishly, holding beverages in their hands, with the background featuring buildings from a city commercial district. It falls under the category of portrait photography.",-1,1
pair_1540,111_3,5050K,111_3_gt.jpg,"This is an image taken on coastal rocks, featuring a newlywed couple engaged in wedding photography amidst the natural beauty. Behind them is the vast ocean and rocky landscape, making it a portrait photograph.",1,1
pair_1540,111_3,3600K,111_3_3600K.jpg,"This is an image taken on coastal rocks, featuring a newlywed couple engaged in wedding photography amidst the natural beauty. Behind them is the vast ocean and rocky landscape, making it a portrait photograph.",-1,1
pair_1541,111_3,5050K,111_3_gt.jpg,"This is an image taken on coastal rocks, featuring a newlywed couple engaged in wedding photography amidst the natural beauty. Behind them is the vast ocean and rocky landscape, making it a portrait photograph.",1,1
pair_1541,111_3,10000K,111_3_10000K.jpg,"This is an image taken on coastal rocks, featuring a newlywed couple engaged in wedding photography amidst the natural beauty. Behind them is the vast ocean and rocky landscape, making it a portrait photograph.",-1,1
pair_1542,111_3,5050K,111_3_gt.jpg,"This is an image taken on coastal rocks, featuring a newlywed couple engaged in wedding photography amidst the natural beauty. Behind them is the vast ocean and rocky landscape, making it a portrait photograph.",1,1
