pair,FileName,Subfolder,ImageName,deltaE2000,Flag,class,level,score,new_score,normalized_score,Description,Temperature_class,distance,Majority_Label,Confidence
pair_202,a0861-WP_CRW_0893,3000K,a0861-WP_CRW_0893_3000K.jpg,18.64819283,,1,6,5,0.6,0.43,"This is an image of an indoor clothing store, with the theme centered around a display of various gorgeous dresses. The models are dressed in unique gowns, and the background features soft lighting. It belongs to the category of fashion showcase photography.",-1,1650,1,0.522782999
pair_202,a0861-WP_CRW_0893,10000K,a0861-WP_CRW_0893_10000K.jpg,14.22425418,,2,79,4,0.7,0.57,"This is an image of an indoor clothing store, with the theme centered around a display of various gorgeous dresses. The models are dressed in unique gowns, and the background features soft lighting. It belongs to the category of fashion showcase photography.",1,5350,-1,0.522782999
pair_203,a0870-jmacdscf0021,6600K,a0870-jmacdscf0021_6600K.jpg,4.904428843,,1,24,2,0.9,0.86,"This is an image taken in a residential area, showing a wall, parts of houses, and green plants. The focus is on the puppy on the wall, which appears to be curiously observing the camera. The image is captured at a dynamic angle and belongs to the category of animal photography.",-1,1030,-1,0.522782999
pair_203,a0870-jmacdscf0021,10000K,a0870-jmacdscf0021_10000K.jpg,7.092272335,,2,64,3,0.78,0.69,"This is an image taken in a residential area, showing a wall, parts of houses, and green plants. The focus is on the puppy on the wall, which appears to be curiously observing the camera. The image is captured at a dynamic angle and belongs to the category of animal photography.",1,2370,1,0.522782999
pair_204,a0873-IMG_4834,6200K,a0873-IMG_4834_6200K.jpg,7.01298604,,1,22,3,0.82,0.74,"This is an image of urban architecture, showcasing the grandeur and prosperity of high-rise buildings. Two modern office towers soar in the commercial district, with sunlight reflecting off the glass windows. It belongs to the genre of architectural photography.",-1,1221,1,0.594360938
pair_204,a0873-IMG_4834,8600K,a0873-IMG_4834_8600K.jpg,4.84154136,,2,58,2,0.86,0.8,"This is an image of urban architecture, showcasing the grandeur and prosperity of high-rise buildings. Two modern office towers soar in the commercial district, with sunlight reflecting off the glass windows. It belongs to the genre of architectural photography.",1,1179,-1,0.594360938
pair_205,a0873-IMG_4834,5400K,a0873-IMG_4834_5400K.jpg,12.44828192,,1,18,5,0.64,0.49,"This is an image of urban architecture, showcasing the grandeur and prosperity of high-rise buildings. Two modern office towers soar in the commercial district, with sunlight reflecting off the glass windows. It belongs to the genre of architectural photography.",-1,2021,1,0.594360938
pair_205,a0873-IMG_4834,10000K,a0873-IMG_4834_10000K.jpg,8.883691194,,2,65,4,0.68,0.54,"This is an image of urban architecture, showcasing the grandeur and prosperity of high-rise buildings. Two modern office towers soar in the commercial district, with sunlight reflecting off the glass windows. It belongs to the genre of architectural photography.",1,2579,-1,0.594360938
pair_206,a0875-jmac_DSC1465,4400K,a0875-jmac_DSC1465_4400K.jpg,4.202790882,,1,13,2,0.82,0.74,"This is an image of a clear sky, featuring an expansive blue sky with a few white clouds, evoking a sense of tranquility and openness. It belongs to the category of nature landscape photography.",-1,900,1,1
pair_206,a0875-jmac_DSC1465,6400K,a0875-jmac_DSC1465_6400K.jpg,4.41881119,,2,58,3,0.8,0.71,"This is an image of a clear sky, featuring an expansive blue sky with a few white clouds, evoking a sense of tranquility and openness. It belongs to the category of nature landscape photography.",1,1100,-1,1
pair_207,a0875-jmac_DSC1465,3600K,a0875-jmac_DSC1465_3600K.jpg,8.363418915,,1,9,4,0.6,0.43,"This is an image of a clear sky, featuring an expansive blue sky with a few white clouds, evoking a sense of tranquility and openness. It belongs to the category of nature landscape photography.",-1,1700,-1,0.522782999
pair_207,a0875-jmac_DSC1465,8000K,a0875-jmac_DSC1465_8000K.jpg,8.78488491,,2,66,5,0.72,0.6,"This is an image of a clear sky, featuring an expansive blue sky with a few white clouds, evoking a sense of tranquility and openness. It belongs to the category of nature landscape photography.",1,2700,1,0.522782999
pair_208,a0875-jmac_DSC1465,3000K,a0875-jmac_DSC1465_3000K.jpg,11.57739461,,1,6,6,0.4,0.14,"This is an image of a clear sky, featuring an expansive blue sky with a few white clouds, evoking a sense of tranquility and openness. It belongs to the category of nature landscape photography.",-1,2300,-1,0.594360938
pair_208,a0875-jmac_DSC1465,10000K,a0875-jmac_DSC1465_10000K.jpg,12.88605608,,2,76,7,0.56,0.37,"This is an image of a clear sky, featuring an expansive blue sky with a few white clouds, evoking a sense of tranquility and openness. It belongs to the category of nature landscape photography.",1,4700,1,0.594360938
pair_209,a0887-_DSC5906,5000K,a0887-_DSC5906_5000K.jpg,5.14065899,,1,16,2,0.88,0.83,"This is an image of a city street featuring a mural that commemorates great African Americans. The theme is to honor and respect historically significant African American figures, and it belongs to street culture photography.",-1,850,1,0.594360938
pair_209,a0887-_DSC5906,7400K,a0887-_DSC5906_7400K.jpg,6.381285998,,2,60,3,0.82,0.74,"This is an image of a city street featuring a mural that commemorates great African Americans. The theme is to honor and respect historically significant African American figures, and it belongs to street culture photography.",1,1550,-1,0.594360938
pair_21,a0048-kme_066,4400K,a0048-kme_066_4400K.jpg,9.686789814,,1,13,4,0.74,0.63,"This is an image of an old wall, depicting the surface of a building that appears somewhat dilapidated with age. The theme centers around a sense of antiquity and the traces of weathering, featuring noticeable peeling and cracks on the wall, along with old windows. It belongs to the genre of architectural photography.",-1,1650,1,0.522782999
pair_21,a0048-kme_066,10000K,a0048-kme_066_10000K.jpg,9.832803197,,2,72,5,0.58,0.4,"This is an image of an old wall, depicting the surface of a building that appears somewhat dilapidated with age. The theme centers around a sense of antiquity and the traces of weathering, featuring noticeable peeling and cracks on the wall, along with old windows. It belongs to the genre of architectural photography.",1,3950,-1,0.522782999
pair_210,a0887-_DSC5906,4200K,a0887-_DSC5906_4200K.jpg,10.66621556,,1,12,4,0.64,0.49,"This is an image of a city street featuring a mural that commemorates great African Americans. The theme is to honor and respect historically significant African American figures, and it belongs to street culture photography.",-1,1650,-1,0.594360938
pair_210,a0887-_DSC5906,10000K,a0887-_DSC5906_10000K.jpg,12.14048762,,2,73,5,0.66,0.51,"This is an image of a city street featuring a mural that commemorates great African Americans. The theme is to honor and respect historically significant African American figures, and it belongs to street culture photography.",1,4150,1,0.594360938
pair_211,a0897-kme_241,4000K,a0897-kme_241_4000K.jpg,6.791528571,,1,11,2,0.9,0.86,"This is an image of the city outskirts, depicting a scene of a graffiti-covered brick wall with orange markings. The theme revolves around abandonment and artistic expression, with a backdrop of dry plants enhancing the desolate feel. It falls under the genre of urban landscape photography.",-1,600,1,0.594360938
pair_211,a0897-kme_241,6000K,a0897-kme_241_6000K.jpg,7.990093655,,2,59,3,0.74,0.63,"This is an image of the city outskirts, depicting a scene of a graffiti-covered brick wall with orange markings. The theme revolves around abandonment and artistic expression, with a backdrop of dry plants enhancing the desolate feel. It falls under the genre of urban landscape photography.",1,1400,-1,0.594360938
pair_212,a0897-kme_241,3600K,a0897-kme_241_3600K.jpg,12.60451289,,1,9,4,0.74,0.63,"This is an image of the city outskirts, depicting a scene of a graffiti-covered brick wall with orange markings. The theme revolves around abandonment and artistic expression, with a backdrop of dry plants enhancing the desolate feel. It falls under the genre of urban landscape photography.",-1,1000,1,1
pair_212,a0897-kme_241,10000K,a0897-kme_241_10000K.jpg,14.14971109,,2,79,5,0.56,0.37,"This is an image of the city outskirts, depicting a scene of a graffiti-covered brick wall with orange markings. The theme revolves around abandonment and artistic expression, with a backdrop of dry plants enhancing the desolate feel. It falls under the genre of urban landscape photography.",1,5400,-1,1
pair_213,a0916-jmac_DSC4232,4400K,a0916-jmac_DSC4232_4400K.jpg,10.10157617,,1,13,3,0.86,0.8,"This is an image of a corner of an outdoor architectural setting, with a curved brick wall in the background. The focal point is a large, ancient bronze bell situated on a circular pedestal. The theme is to showcase the art of ancient bell structures in historical architecture, belonging to the category of architectural photography.",-1,514,1,0.728217778
pair_213,a0916-jmac_DSC4232,5800K,a0916-jmac_DSC4232_5800K.jpg,10.03911178,,2,57,2,0.8,0.71,"This is an image of a corner of an outdoor architectural setting, with a curved brick wall in the background. The focal point is a large, ancient bronze bell situated on a circular pedestal. The theme is to showcase the art of ancient bell structures in historical architecture, belonging to the category of architectural photography.",1,886,-1,0.728217778
pair_214,a0916-jmac_DSC4232,4000K,a0916-jmac_DSC4232_4000K.jpg,18.87983881,,1,11,4,0.74,0.63,"This is an image of a corner of an outdoor architectural setting, with a curved brick wall in the background. The focal point is a large, ancient bronze bell situated on a circular pedestal. The theme is to showcase the art of ancient bell structures in historical architecture, belonging to the category of architectural photography.",-1,914,1,1
pair_214,a0916-jmac_DSC4232,10000K,a0916-jmac_DSC4232_10000K.jpg,19.37714246,,2,78,5,0.56,0.37,"This is an image of a corner of an outdoor architectural setting, with a curved brick wall in the background. The focal point is a large, ancient bronze bell situated on a circular pedestal. The theme is to showcase the art of ancient bell structures in historical architecture, belonging to the category of architectural photography.",1,5086,-1,1
pair_215,a0923-IMG_3569,3400K,a0923-IMG_3569_3400K.jpg,7.136920904,,1,8,3,0.82,0.74,"This is a close-up image depicting the center of a blooming sunflower. The subject is a bee resting on the sunflower's heart, engaging in pollination, showcasing the interaction of living organisms in nature. This falls under macro photography.",-1,1050,1,0.728217778
pair_215,a0923-IMG_3569,6200K,a0923-IMG_3569_6200K.jpg,5.496257912,,2,61,2,0.84,0.77,"This is a close-up image depicting the center of a blooming sunflower. The subject is a bee resting on the sunflower's heart, engaging in pollination, showcasing the interaction of living organisms in nature. This falls under macro photography.",1,1750,-1,0.728217778
pair_216,a0923-IMG_3569,3000K,a0923-IMG_3569_3000K.jpg,11.32036477,,1,6,5,0.68,0.54,"This is a close-up image depicting the center of a blooming sunflower. The subject is a bee resting on the sunflower's heart, engaging in pollination, showcasing the interaction of living organisms in nature. This falls under macro photography.",-1,1450,1,0.728217778
pair_216,a0923-IMG_3569,10000K,a0923-IMG_3569_10000K.jpg,10.22288519,,2,80,4,0.6,0.43,"This is a close-up image depicting the center of a blooming sunflower. The subject is a bee resting on the sunflower's heart, engaging in pollination, showcasing the interaction of living organisms in nature. This falls under macro photography.",1,5550,-1,0.728217778
pair_217,a0931-DSC_0001,4000K,a0931-DSC_0001_4000K.jpg,6.513830287,,1,11,2,0.9,0.86,"This is an image of urban architecture, depicting a magnificent ancient stone building standing in front of a grassy area on a sunny day. The front of the building features a tall clock tower with an American flag hanging from it, as well as some intricate masonry carvings. The theme is to showcase this building of historical and cultural significance, and the image is a part of architectural photography.",-1,750,1,0.522782999
pair_217,a0931-DSC_0001,6200K,a0931-DSC_0001_6200K.jpg,7.535744829,,2,60,3,0.8,0.71,"This is an image of urban architecture, depicting a magnificent ancient stone building standing in front of a grassy area on a sunny day. The front of the building features a tall clock tower with an American flag hanging from it, as well as some intricate masonry carvings. The theme is to showcase this building of historical and cultural significance, and the image is a part of architectural photography.",1,1450,-1,0.522782999
pair_218,a0931-DSC_0001,3400K,a0931-DSC_0001_3400K.jpg,12.45162555,,1,8,4,0.6,0.43,"This is an image of urban architecture, depicting a magnificent ancient stone building standing in front of a grassy area on a sunny day. The front of the building features a tall clock tower with an American flag hanging from it, as well as some intricate masonry carvings. The theme is to showcase this building of historical and cultural significance, and the image is a part of architectural photography.",-1,1350,-1,0.594360938
pair_218,a0931-DSC_0001,10000K,a0931-DSC_0001_10000K.jpg,14.88938387,,2,79,5,0.7,0.57,"This is an image of urban architecture, depicting a magnificent ancient stone building standing in front of a grassy area on a sunny day. The front of the building features a tall clock tower with an American flag hanging from it, as well as some intricate masonry carvings. The theme is to showcase this building of historical and cultural significance, and the image is a part of architectural photography.",1,5250,1,0.594360938
pair_219,a0956-kme_167,2600K,a0956-kme_167_2600K.jpg,8.19559585,,1,4,2,0.9,0.86,"This is an image from an art exhibition environment, with the theme of showcasing an abstract modern sculpture. The sculpture features unique geometric and organic forms, predominantly using shades of blue. It is placed on a white pedestal and falls under the category of art photography.",-1,200,1,0.594360938
pair_219,a0956-kme_167,3200K,a0956-kme_167_3200K.jpg,10.81834994,,2,54,3,0.78,0.69,"This is an image from an art exhibition environment, with the theme of showcasing an abstract modern sculpture. The sculpture features unique geometric and organic forms, predominantly using shades of blue. It is placed on a white pedestal and falls under the category of art photography.",1,400,-1,0.594360938
pair_22,a0053-kme_103,3600K,a0053-kme_103_3600K.jpg,8.177376038,,1,9,3,0.72,0.6,"This is an image of a rural landscape, featuring the spire of a church standing amidst a countryside setting surrounded by green trees. In the distance, there are rolling hills under a blue sky with white clouds. The theme is a tranquil rural scenery, showcasing the harmonious beauty of nature and historical architecture. It belongs to the category of landscape photography.",-1,953,-1,0.594360938
pair_22,a0053-kme_103,5800K,a0053-kme_103_5800K.jpg,7.978017447,,2,59,2,0.88,0.83,"This is an image of a rural landscape, featuring the spire of a church standing amidst a countryside setting surrounded by green trees. In the distance, there are rolling hills under a blue sky with white clouds. The theme is a tranquil rural scenery, showcasing the harmonious beauty of nature and historical architecture. It belongs to the category of landscape photography.",1,1247,1,0.594360938
pair_220,a0956-kme_167,2400K,a0956-kme_167_2400K.jpg,14.78033681,,1,3,4,0.68,0.54,"This is an image from an art exhibition environment, with the theme of showcasing an abstract modern sculpture. The sculpture features unique geometric and organic forms, predominantly using shades of blue. It is placed on a white pedestal and falls under the category of art photography.",-1,400,1,0.522782999
pair_220,a0956-kme_167,3600K,a0956-kme_167_3600K.jpg,16.07362422,,2,56,5,0.62,0.46,"This is an image from an art exhibition environment, with the theme of showcasing an abstract modern sculpture. The sculpture features unique geometric and organic forms, predominantly using shades of blue. It is placed on a white pedestal and falls under the category of art photography.",1,800,-1,0.522782999
pair_221,a0956-kme_167,2000K,a0956-kme_167_2000K.jpg,23.31288289,,1,1,7,0.4,0.14,"This is an image from an art exhibition environment, with the theme of showcasing an abstract modern sculpture. The sculpture features unique geometric and organic forms, predominantly using shades of blue. It is placed on a white pedestal and falls under the category of art photography.",-1,800,-1,0.728217778
pair_221,a0956-kme_167,4600K,a0956-kme_167_4600K.jpg,22.10630617,,2,61,6,0.52,0.31,"This is an image from an art exhibition environment, with the theme of showcasing an abstract modern sculpture. The sculpture features unique geometric and organic forms, predominantly using shades of blue. It is placed on a white pedestal and falls under the category of art photography.",1,1800,1,0.728217778
pair_222,a0969-dgw_056,3000K,a0969-dgw_056_3000K.jpg,7.803378131,,1,6,2,0.88,0.83,"This is an image of an urban landscape, showcasing the architectural style of a modern city. The picture features several skyscrapers and the city skyline. Under the sunlight, the facades of the buildings appear exceptionally bright. The sky is filled with expansive white clouds, characteristic of urban landscape photography.",-1,556,0,0.5
pair_222,a0969-dgw_056,4200K,a0969-dgw_056_4200K.jpg,8.362183705,,2,56,3,0.82,0.74,"This is an image of an urban landscape, showcasing the architectural style of a modern city. The picture features several skyscrapers and the city skyline. Under the sunlight, the facades of the buildings appear exceptionally bright. The sky is filled with expansive white clouds, characteristic of urban landscape photography.",1,644,0,0.5
pair_223,a0969-dgw_056,2600K,a0969-dgw_056_2600K.jpg,13.70210569,,1,4,4,0.58,0.4,"This is an image of an urban landscape, showcasing the architectural style of a modern city. The picture features several skyscrapers and the city skyline. Under the sunlight, the facades of the buildings appear exceptionally bright. The sky is filled with expansive white clouds, characteristic of urban landscape photography.",-1,956,-1,0.728217778
pair_223,a0969-dgw_056,5000K,a0969-dgw_056_5000K.jpg,15.74374105,,2,60,5,0.68,0.54,"This is an image of an urban landscape, showcasing the architectural style of a modern city. The picture features several skyscrapers and the city skyline. Under the sunlight, the facades of the buildings appear exceptionally bright. The sky is filled with expansive white clouds, characteristic of urban landscape photography.",1,1444,1,0.728217778
pair_224,a0969-dgw_056,2000K,a0969-dgw_056_2000K.jpg,19.32528859,,1,1,6,0.3,0,"This is an image of an urban landscape, showcasing the architectural style of a modern city. The picture features several skyscrapers and the city skyline. Under the sunlight, the facades of the buildings appear exceptionally bright. The sky is filled with expansive white clouds, characteristic of urban landscape photography.",-1,1556,-1,1
pair_224,a0969-dgw_056,6000K,a0969-dgw_056_6000K.jpg,22.35303747,,2,65,7,0.52,0.31,"This is an image of an urban landscape, showcasing the architectural style of a modern city. The picture features several skyscrapers and the city skyline. Under the sunlight, the facades of the buildings appear exceptionally bright. The sky is filled with expansive white clouds, characteristic of urban landscape photography.",1,2444,1,1
pair_225,a0978-LSYD4O2491,4400K,a0978-LSYD4O2491_4400K.jpg,7.106258647,,1,13,3,0.76,0.66,"This is an image of a lakeside natural scenery, with the theme of a tranquil lake view. The surface of the lake reflects the trees on the shore and the sky. The trees along the lake shore display rich autumn colors, characteristic of landscape photography.",-1,995,0,0.5
pair_225,a0978-LSYD4O2491,6400K,a0978-LSYD4O2491_6400K.jpg,6.237718498,,2,58,2,0.86,0.8,"This is an image of a lakeside natural scenery, with the theme of a tranquil lake view. The surface of the lake reflects the trees on the shore and the sky. The trees along the lake shore display rich autumn colors, characteristic of landscape photography.",1,1005,0,0.5
pair_226,a0978-LSYD4O2491,3800K,a0978-LSYD4O2491_3800K.jpg,11.58460346,,1,10,4,0.6,0.43,"This is an image of a lakeside natural scenery, with the theme of a tranquil lake view. The surface of the lake reflects the trees on the shore and the sky. The trees along the lake shore display rich autumn colors, characteristic of landscape photography.",-1,1595,-1,0.594360938
pair_226,a0978-LSYD4O2491,7800K,a0978-LSYD4O2491_7800K.jpg,12.51958704,,2,65,5,0.7,0.57,"This is an image of a lakeside natural scenery, with the theme of a tranquil lake view. The surface of the lake reflects the trees on the shore and the sky. The trees along the lake shore display rich autumn colors, characteristic of landscape photography.",1,2405,1,0.594360938
pair_227,a0978-LSYD4O2491,3000K,a0978-LSYD4O2491_3000K.jpg,17.703818,,1,6,6,0.42,0.17,"This is an image of a lakeside natural scenery, with the theme of a tranquil lake view. The surface of the lake reflects the trees on the shore and the sky. The trees along the lake shore display rich autumn colors, characteristic of landscape photography.",-1,2395,-1,0.728217778
pair_227,a0978-LSYD4O2491,10000K,a0978-LSYD4O2491_10000K.jpg,18.45121666,,2,76,7,0.56,0.37,"This is an image of a lakeside natural scenery, with the theme of a tranquil lake view. The surface of the lake reflects the trees on the shore and the sky. The trees along the lake shore display rich autumn colors, characteristic of landscape photography.",1,4605,1,0.728217778
pair_228,a0996-tc_DSC0453,4000K,a0996-tc_DSC0453_4000K.jpg,7.807491407,,1,11,2,0.9,0.86,"This is an image of a garden scene, featuring a sculpture standing on a path surrounded by greenery. The sculpture is wearing a T-shirt with ""11.4"" printed on it, and it is adorned with memorabilia. This is a piece of documentary photography.",-1,664,-1,0.522782999
pair_228,a0996-tc_DSC0453,6000K,a0996-tc_DSC0453_6000K.jpg,9.282396566,,2,59,3,0.78,0.69,"This is an image of a garden scene, featuring a sculpture standing on a path surrounded by greenery. The sculpture is wearing a T-shirt with ""11.4"" printed on it, and it is adorned with memorabilia. This is a piece of documentary photography.",1,1336,1,0.522782999
pair_229,a0996-tc_DSC0453,3400K,a0996-tc_DSC0453_3400K.jpg,16.29561056,,1,8,4,0.7,0.57,"This is an image of a garden scene, featuring a sculpture standing on a path surrounded by greenery. The sculpture is wearing a T-shirt with ""11.4"" printed on it, and it is adorned with memorabilia. This is a piece of documentary photography.",-1,1264,0,0.5
pair_229,a0996-tc_DSC0453,10000K,a0996-tc_DSC0453_10000K.jpg,17.54106019,,2,79,5,0.6,0.43,"This is an image of a garden scene, featuring a sculpture standing on a path surrounded by greenery. The sculpture is wearing a T-shirt with ""11.4"" printed on it, and it is adorned with memorabilia. This is a piece of documentary photography.",1,5336,0,0.5
pair_23,a0053-kme_103,3000K,a0053-kme_103_3000K.jpg,13.33067621,,1,6,4,0.54,0.34,"This is an image of a rural landscape, featuring the spire of a church standing amidst a countryside setting surrounded by green trees. In the distance, there are rolling hills under a blue sky with white clouds. The theme is a tranquil rural scenery, showcasing the harmonious beauty of nature and historical architecture. It belongs to the category of landscape photography.",-1,1553,-1,0.728217778
pair_23,a0053-kme_103,7400K,a0053-kme_103_7400K.jpg,15.99019502,,2,67,5,0.72,0.6,"This is an image of a rural landscape, featuring the spire of a church standing amidst a countryside setting surrounded by green trees. In the distance, there are rolling hills under a blue sky with white clouds. The theme is a tranquil rural scenery, showcasing the harmonious beauty of nature and historical architecture. It belongs to the category of landscape photography.",1,2847,1,0.728217778
pair_230,a0999-WP_CRW_5915,4400K,a0999-WP_CRW_5915_4400K.jpg,6.314811233,,1,13,2,0.9,0.86,"This is an indoor image focused on a woman with brown curly hair, wearing a blue shirt. It falls under the category of portrait photography.",-1,1025,1,0.728217778
pair_230,a0999-WP_CRW_5915,7200K,a0999-WP_CRW_5915_7200K.jpg,7.142910707,,2,61,3,0.8,0.71,"This is an indoor image focused on a woman with brown curly hair, wearing a blue shirt. It falls under the category of portrait photography.",1,1775,-1,0.728217778
pair_231,a0999-WP_CRW_5915,3800K,a0999-WP_CRW_5915_3800K.jpg,11.14218016,,1,10,4,0.68,0.54,"This is an indoor image focused on a woman with brown curly hair, wearing a blue shirt. It falls under the category of portrait photography.",-1,1625,1,0.728217778
pair_231,a0999-WP_CRW_5915,10000K,a0999-WP_CRW_5915_10000K.jpg,13.24060512,,2,75,5,0.64,0.49,"This is an indoor image focused on a woman with brown curly hair, wearing a blue shirt. It falls under the category of portrait photography.",1,4575,-1,0.728217778
pair_232,a1012-kme_280,5400K,a1012-kme_280_5400K.jpg,4.645569035,,1,18,2,0.88,0.83,"This is an image of seaside rocks, with the theme of fishing enthusiasts engaging in fishing activities by the sea. Multiple fishing rods are neatly set in the crevices of the rocks. The background features an endless sea and a clear sky, characteristic of landscape photography.",-1,800,1,0.522782999
pair_232,a1012-kme_280,7400K,a1012-kme_280_7400K.jpg,5.051659865,,2,58,3,0.8,0.71,"This is an image of seaside rocks, with the theme of fishing enthusiasts engaging in fishing activities by the sea. Multiple fishing rods are neatly set in the crevices of the rocks. The background features an endless sea and a clear sky, characteristic of landscape photography.",1,1200,-1,0.522782999
pair_233,a1012-kme_280,4600K,a1012-kme_280_4600K.jpg,10.17884145,,1,14,5,0.68,0.54,"This is an image of seaside rocks, with the theme of fishing enthusiasts engaging in fishing activities by the sea. Multiple fishing rods are neatly set in the crevices of the rocks. The background features an endless sea and a clear sky, characteristic of landscape photography.",-1,1600,0,0.5
pair_233,a1012-kme_280,8600K,a1012-kme_280_8600K.jpg,9.135954854,,2,64,4,0.64,0.49,"This is an image of seaside rocks, with the theme of fishing enthusiasts engaging in fishing activities by the sea. Multiple fishing rods are neatly set in the crevices of the rocks. The background features an endless sea and a clear sky, characteristic of landscape photography.",1,2400,0,0.5
pair_234,a1012-kme_280,3800K,a1012-kme_280_3800K.jpg,15.80848264,,1,10,7,0.4,0.14,"This is an image of seaside rocks, with the theme of fishing enthusiasts engaging in fishing activities by the sea. Multiple fishing rods are neatly set in the crevices of the rocks. The background features an endless sea and a clear sky, characteristic of landscape photography.",-1,2400,0,0.5
pair_234,a1012-kme_280,10000K,a1012-kme_280_10000K.jpg,12.69500312,,2,71,6,0.5,0.29,"This is an image of seaside rocks, with the theme of fishing enthusiasts engaging in fishing activities by the sea. Multiple fishing rods are neatly set in the crevices of the rocks. The background features an endless sea and a clear sky, characteristic of landscape photography.",1,3800,0,0.5
pair_235,a1013-IMG_3366,3400K,a1013-IMG_3366_3400K.jpg,6.701087002,,1,8,3,0.86,0.8,"This is an image set in a natural environment, depicting a close-up of a sunflower's flower head. The theme focuses on a bee collecting pollen, showcasing the details of the pollination process in nature. It belongs to animal photography and macro photography.",-1,1150,1,0.594360938
pair_235,a1013-IMG_3366,6200K,a1013-IMG_3366_6200K.jpg,4.376235076,,2,61,2,0.78,0.69,"This is an image set in a natural environment, depicting a close-up of a sunflower's flower head. The theme focuses on a bee collecting pollen, showcasing the details of the pollination process in nature. It belongs to animal photography and macro photography.",1,1650,-1,0.594360938
pair_236,a1013-IMG_3366,3000K,a1013-IMG_3366_3000K.jpg,10.48600691,,1,6,5,0.7,0.57,"This is an image set in a natural environment, depicting a close-up of a sunflower's flower head. The theme focuses on a bee collecting pollen, showcasing the details of the pollination process in nature. It belongs to animal photography and macro photography.",-1,1550,1,0.594360938
pair_236,a1013-IMG_3366,10000K,a1013-IMG_3366_10000K.jpg,8.297909868,,2,80,4,0.56,0.37,"This is an image set in a natural environment, depicting a close-up of a sunflower's flower head. The theme focuses on a bee collecting pollen, showcasing the details of the pollination process in nature. It belongs to animal photography and macro photography.",1,5450,-1,0.594360938
pair_237,a1018-jn_20081025_Kent_Shelter_055,4400K,a1018-jn_20081025_Kent_Shelter_055_4400K.jpg,7.289617345,,1,13,2,0.84,0.77,"This is an image of an indoor environment, featuring two dogs on leashes moving around on the floor. It falls under the category of animal photography.",-1,750,1,0.522782999
pair_237,a1018-jn_20081025_Kent_Shelter_055,6400K,a1018-jn_20081025_Kent_Shelter_055_6400K.jpg,7.661342678,,2,59,3,0.86,0.8,"This is an image of an indoor environment, featuring two dogs on leashes moving around on the floor. It falls under the category of animal photography.",1,1250,-1,0.522782999
pair_238,a1018-jn_20081025_Kent_Shelter_055,4000K,a1018-jn_20081025_Kent_Shelter_055_4000K.jpg,12.05271585,,1,11,4,0.64,0.49,"This is an image of an indoor environment, featuring two dogs on leashes moving around on the floor. It falls under the category of animal photography.",-1,1150,1,0.728217778
pair_238,a1018-jn_20081025_Kent_Shelter_055,10000K,a1018-jn_20081025_Kent_Shelter_055_10000K.jpg,15.06843092,,2,77,5,0.66,0.51,"This is an image of an indoor environment, featuring two dogs on leashes moving around on the floor. It falls under the category of animal photography.",1,4850,-1,0.728217778
pair_239,a1058-_I2E8070,3200K,a1058-_I2E8070_3200K.jpg,8.543616727,,1,7,3,0.88,0.83,"This is an image of a natural environment, featuring a bird with fluffy white feathers and a black beak, which appears to be a hornbill. It is perched on a branch, gazing into the distance. The background is blurred, showing branches and a greenish backdrop, and belongs to the category of animal photography.",-1,650,1,1
pair_239,a1058-_I2E8070,5400K,a1058-_I2E8070_5400K.jpg,8.440354978,,2,60,2,0.74,0.63,"This is an image of a natural environment, featuring a bird with fluffy white feathers and a black beak, which appears to be a hornbill. It is perched on a branch, gazing into the distance. The background is blurred, showing branches and a greenish backdrop, and belongs to the category of animal photography.",1,1550,-1,1
pair_24,a0053-kme_103,2400K,a0053-kme_103_2400K.jpg,21.1995734,,1,3,6,0.42,0.17,"This is an image of a rural landscape, featuring the spire of a church standing amidst a countryside setting surrounded by green trees. In the distance, there are rolling hills under a blue sky with white clouds. The theme is a tranquil rural scenery, showcasing the harmonious beauty of nature and historical architecture. It belongs to the category of landscape photography.",-1,2153,-1,1
pair_24,a0053-kme_103,10000K,a0053-kme_103_10000K.jpg,23.26702191,,2,80,7,0.62,0.46,"This is an image of a rural landscape, featuring the spire of a church standing amidst a countryside setting surrounded by green trees. In the distance, there are rolling hills under a blue sky with white clouds. The theme is a tranquil rural scenery, showcasing the harmonious beauty of nature and historical architecture. It belongs to the category of landscape photography.",1,5447,1,1
pair_240,a1058-_I2E8070,2800K,a1058-_I2E8070_2800K.jpg,16.96401748,,1,5,5,0.76,0.66,"This is an image of a natural environment, featuring a bird with fluffy white feathers and a black beak, which appears to be a hornbill. It is perched on a branch, gazing into the distance. The background is blurred, showing branches and a greenish backdrop, and belongs to the category of animal photography.",-1,1050,1,1
pair_240,a1058-_I2E8070,10000K,a1058-_I2E8070_10000K.jpg,15.232988,,2,83,4,0.5,0.29,"This is an image of a natural environment, featuring a bird with fluffy white feathers and a black beak, which appears to be a hornbill. It is perched on a branch, gazing into the distance. The background is blurred, showing branches and a greenish backdrop, and belongs to the category of animal photography.",1,6150,-1,1
pair_241,a1066-IMG_4517,4000K,a1066-IMG_4517_4000K.jpg,7.443973663,,1,11,2,0.84,0.77,"This is an image of an outdoor park or urban green space, featuring a person relaxing in a sunny environment, categorized as portrait photography.",-1,700,0,0.5
pair_241,a1066-IMG_4517,6200K,a1066-IMG_4517_6200K.jpg,8.95140595,,2,60,3,0.86,0.8,"This is an image of an outdoor park or urban green space, featuring a person relaxing in a sunny environment, categorized as portrait photography.",1,1500,0,0.5
