pair,FileName,Subfolder,ImageName,deltaE2000,Flag,class,level,Score,new_score,normalized_score,Description,Temperature_class,distance,Majority_Label,Confidence
pair_1347,1452_1,2800K,1452_1_2800K.jpg,13.97789379,,1,5,7,0.4,0.14,"This is an image of an indoor setting with a theme of two women dressed in casual attire interacting in a relaxed and joyful atmosphere, exuding youthful energy. One of them is holding a prop, while the other is extending her arm to make a victory gesture. It is a portrait photograph.",-1,1950,1,0.522782999
pair_1347,1452_1,10000K,1452_1_10000K.jpg,10.34918762,,2,79,6,0.5,0.29,"This is an image of an indoor setting with a theme of two women dressed in casual attire interacting in a relaxed and joyful atmosphere, exuding youthful energy. One of them is holding a prop, while the other is extending her arm to make a victory gesture. It is a portrait photograph.",1,5250,-1,0.522782999
pair_1348,1453_1,4400K,1453_1_4400K.jpg,2.018738505,,1,13,2,0.9,0.86,"This is an indoor photograph with a simple, predominantly white background. The subject is a person dressed in attire featuring Oriental elements, prominently displaying a conical hat and ribbons, showcasing a style that combines modern and traditional influences. This falls under portrait photography.",-1,750,1,1
pair_1348,1453_1,6800K,1453_1_6800K.jpg,2.405106583,,2,61,3,0.75,0.64,"This is an indoor photograph with a simple, predominantly white background. The subject is a person dressed in attire featuring Oriental elements, prominently displaying a conical hat and ribbons, showcasing a style that combines modern and traditional influences. This falls under portrait photography.",1,1650,-1,1
pair_1349,1453_1,3800K,1453_1_3800K.jpg,3.944013065,,1,10,4,0.75,0.64,"This is an indoor photograph with a simple, predominantly white background. The subject is a person dressed in attire featuring Oriental elements, prominently displaying a conical hat and ribbons, showcasing a style that combines modern and traditional influences. This falls under portrait photography.",-1,1350,1,1
pair_1349,1453_1,10000K,1453_1_10000K.jpg,4.506570176,,2,77,5,0.6,0.43,"This is an indoor photograph with a simple, predominantly white background. The subject is a person dressed in attire featuring Oriental elements, prominently displaying a conical hat and ribbons, showcasing a style that combines modern and traditional influences. This falls under portrait photography.",1,4850,-1,1
pair_135,1036_2,4000K,1036_2_4000K.jpg,9.403908626,,1,11,3,0.9,0.86,"This is an image taken in a swimming pool, featuring a person relaxing and immersed in the water. The water surface reflects a glittering effect, and the photo falls under portrait photography.",-1,950,1,0.728217778
pair_135,1036_2,6600K,1036_2_6600K.jpg,9.047788193,,2,61,2,0.7,0.57,"This is an image taken in a swimming pool, featuring a person relaxing and immersed in the water. The water surface reflects a glittering effect, and the photo falls under portrait photography.",1,1650,-1,0.728217778
pair_1350,1454_4,3800K,1454_4_3800K.jpg,5.947213757,,1,10,2,0.9,0.86,"This is an indoor image simulating a natural environment, with the scene visually resembling a farmland or pasture setting, complete with haystacks and plants. The subject is a child dressed in folk-inspired clothing, holding a doll, and together with the elements of the scene, creates a fairy-tale-like atmosphere. It belongs to the genre of children's photography.",-1,600,1,0.728217778
pair_1350,1454_4,6000K,1454_4_6000K.jpg,7.135335387,,2,60,3,0.7,0.57,"This is an indoor image simulating a natural environment, with the scene visually resembling a farmland or pasture setting, complete with haystacks and plants. The subject is a child dressed in folk-inspired clothing, holding a doll, and together with the elements of the scene, creates a fairy-tale-like atmosphere. It belongs to the genre of children's photography.",1,1600,-1,0.728217778
pair_1351,1454_4,3200K,1454_4_3200K.jpg,14.29551858,,1,7,5,0.75,0.64,"This is an indoor image simulating a natural environment, with the scene visually resembling a farmland or pasture setting, complete with haystacks and plants. The subject is a child dressed in folk-inspired clothing, holding a doll, and together with the elements of the scene, creates a fairy-tale-like atmosphere. It belongs to the genre of children's photography.",-1,1200,1,0.728217778
pair_1351,1454_4,10000K,1454_4_10000K.jpg,13.04519379,,2,80,4,0.45,0.21,"This is an indoor image simulating a natural environment, with the scene visually resembling a farmland or pasture setting, complete with haystacks and plants. The subject is a child dressed in folk-inspired clothing, holding a doll, and together with the elements of the scene, creates a fairy-tale-like atmosphere. It belongs to the genre of children's photography.",1,5600,-1,0.728217778
pair_1352,1455_3,3600K,1455_3_3600K.jpg,6.527760529,,1,9,2,0.8,0.71,"This is an image of an indoor photography studio, featuring two people dressed in soft-toned clothing. One of them is holding a bouquet of white flowers, with an intimate and tender pose. It belongs to the genre of portrait photography.",-1,600,-1,0.522782999
pair_1352,1455_3,5000K,1455_3_5000K.jpg,6.61232773,,2,56,3,0.85,0.79,"This is an image of an indoor photography studio, featuring two people dressed in soft-toned clothing. One of them is holding a bouquet of white flowers, with an intimate and tender pose. It belongs to the genre of portrait photography.",1,800,1,0.522782999
pair_1353,1455_3,3200K,1455_3_3200K.jpg,11.18164548,,1,7,4,0.65,0.5,"This is an image of an indoor photography studio, featuring two people dressed in soft-toned clothing. One of them is holding a bouquet of white flowers, with an intimate and tender pose. It belongs to the genre of portrait photography.",-1,1000,-1,0.522782999
pair_1353,1455_3,6600K,1455_3_6600K.jpg,12.38722067,,2,64,5,0.7,0.57,"This is an image of an indoor photography studio, featuring two people dressed in soft-toned clothing. One of them is holding a bouquet of white flowers, with an intimate and tender pose. It belongs to the genre of portrait photography.",1,2400,1,0.522782999
pair_1354,1455_3,2800K,1455_3_2800K.jpg,16.2905091,,1,5,6,0.4,0.14,"This is an image of an indoor photography studio, featuring two people dressed in soft-toned clothing. One of them is holding a bouquet of white flowers, with an intimate and tender pose. It belongs to the genre of portrait photography.",-1,1400,-1,0.594360938
pair_1354,1455_3,10000K,1455_3_10000K.jpg,17.35664198,,2,81,7,0.5,0.29,"This is an image of an indoor photography studio, featuring two people dressed in soft-toned clothing. One of them is holding a bouquet of white flowers, with an intimate and tender pose. It belongs to the genre of portrait photography.",1,5800,1,0.594360938
pair_1355,1456_2,3600K,1456_2_3600K.jpg,6.790903715,,1,9,3,0.8,0.71,"This is an image of a luxurious indoor setting, featuring a couple in a warm and intimate atmosphere. A bride dressed in a wedding gown is playing the piano, while a groom in a suit stands beside her, watching appreciatively. The scene belongs to wedding or portrait photography.",-1,950,1,0.728217778
pair_1355,1456_2,6200K,1456_2_6200K.jpg,4.809091519,,2,61,2,0.9,0.86,"This is an image of a luxurious indoor setting, featuring a couple in a warm and intimate atmosphere. A bride dressed in a wedding gown is playing the piano, while a groom in a suit stands beside her, watching appreciatively. The scene belongs to wedding or portrait photography.",1,1650,-1,0.728217778
pair_1356,1456_2,3000K,1456_2_3000K.jpg,14.95407093,,1,6,5,0.7,0.57,"This is an image of a luxurious indoor setting, featuring a couple in a warm and intimate atmosphere. A bride dressed in a wedding gown is playing the piano, while a groom in a suit stands beside her, watching appreciatively. The scene belongs to wedding or portrait photography.",-1,1550,1,1
pair_1356,1456_2,10000K,1456_2_10000K.jpg,9.050873838,,2,80,4,0.5,0.29,"This is an image of a luxurious indoor setting, featuring a couple in a warm and intimate atmosphere. A bride dressed in a wedding gown is playing the piano, while a groom in a suit stands beside her, watching appreciatively. The scene belongs to wedding or portrait photography.",1,5450,-1,1
pair_1357,1457_7,4000K,1457_7_4000K.jpg,6.235603719,,1,11,2,0.9,0.86,"This is an image of a country lane, featuring a couple sitting in a vintage red convertible car enjoying nature. They are surrounded by lush green trees, and it falls under the category of portrait photography.",-1,850,1,0.728217778
pair_1357,1457_7,6600K,1457_7_6600K.jpg,6.95860778,,2,61,3,0.8,0.71,"This is an image of a country lane, featuring a couple sitting in a vintage red convertible car enjoying nature. They are surrounded by lush green trees, and it falls under the category of portrait photography.",1,1750,-1,0.728217778
pair_1358,1457_7,3400K,1457_7_3400K.jpg,11.76184002,,1,8,4,0.7,0.57,"This is an image of a country lane, featuring a couple sitting in a vintage red convertible car enjoying nature. They are surrounded by lush green trees, and it falls under the category of portrait photography.",-1,1450,1,0.522782999
pair_1358,1457_7,10000K,1457_7_10000K.jpg,12.97190283,,2,78,5,0.6,0.43,"This is an image of a country lane, featuring a couple sitting in a vintage red convertible car enjoying nature. They are surrounded by lush green trees, and it falls under the category of portrait photography.",1,5150,-1,0.522782999
pair_1359,1458_2,3800K,1458_2_3800K.jpg,5.084287987,,1,10,2,0.9,0.86,"This is an image of an indoor room featuring a woman in a white dress standing by the window in a vintage-styled setting. The walls are adorned with decorative paintings, and a retro table lamp is present, making it a portrait photography scene.",-1,700,1,0.728217778
pair_1359,1458_2,6200K,1458_2_6200K.jpg,6.081082023,,2,61,3,0.8,0.71,"This is an image of an indoor room featuring a woman in a white dress standing by the window in a vintage-styled setting. The walls are adorned with decorative paintings, and a retro table lamp is present, making it a portrait photography scene.",1,1700,-1,0.728217778
pair_136,1036_2,3600K,1036_2_3600K.jpg,14.49076189,,1,9,4,0.8,0.71,"This is an image taken in a swimming pool, featuring a person relaxing and immersed in the water. The water surface reflects a glittering effect, and the photo falls under portrait photography.",-1,1350,1,0.594360938
pair_136,1036_2,10000K,1036_2_10000K.jpg,17.1402345,,2,78,5,0.55,0.36,"This is an image taken in a swimming pool, featuring a person relaxing and immersed in the water. The water surface reflects a glittering effect, and the photo falls under portrait photography.",1,5050,-1,0.594360938
pair_1360,1458_2,3200K,1458_2_3200K.jpg,10.48817625,,1,7,4,0.7,0.57,"This is an image of an indoor room featuring a woman in a white dress standing by the window in a vintage-styled setting. The walls are adorned with decorative paintings, and a retro table lamp is present, making it a portrait photography scene.",-1,1300,1,0.594360938
pair_1360,1458_2,10000K,1458_2_10000K.jpg,11.05493693,,2,80,5,0.55,0.36,"This is an image of an indoor room featuring a woman in a white dress standing by the window in a vintage-styled setting. The walls are adorned with decorative paintings, and a retro table lamp is present, making it a portrait photography scene.",1,5500,-1,0.594360938
pair_1361,1459_1,4400K,1459_1_4400K.jpg,4.762613433,,1,13,3,0.8,0.71,"This is an indoor setting with soft lighting by a large window. The background showcases the natural scenery outside the window. The subject is a bride dressed in a stunningly elegant wedding gown, sitting by the window, exuding a sense of tranquility and grace. It is a work of portrait photography.",-1,900,1,0.728217778
pair_1361,1459_1,6800K,1459_1_6800K.jpg,4.48701026,,2,60,2,0.9,0.86,"This is an indoor setting with soft lighting by a large window. The background showcases the natural scenery outside the window. The subject is a bride dressed in a stunningly elegant wedding gown, sitting by the window, exuding a sense of tranquility and grace. It is a work of portrait photography.",1,1500,-1,0.728217778
pair_1362,1459_1,3800K,1459_1_3800K.jpg,8.807078035,,1,10,5,0.7,0.57,"This is an indoor setting with soft lighting by a large window. The background showcases the natural scenery outside the window. The subject is a bride dressed in a stunningly elegant wedding gown, sitting by the window, exuding a sense of tranquility and grace. It is a work of portrait photography.",-1,1500,1,0.594360938
pair_1362,1459_1,10000K,1459_1_10000K.jpg,8.622032347,,2,76,4,0.55,0.36,"This is an indoor setting with soft lighting by a large window. The background showcases the natural scenery outside the window. The subject is a bride dressed in a stunningly elegant wedding gown, sitting by the window, exuding a sense of tranquility and grace. It is a work of portrait photography.",1,4700,-1,0.594360938
pair_1363,1460_3,4200K,1460_3_4200K.jpg,5.201670151,,1,12,3,0.8,0.71,"This is an image captured in an outdoor natural environment, with a background of blooming pink flowers. The main theme is to showcase the harmony between humans and nature. The person in the photo is dressed in traditional Chinese attire, holding a bouquet of flowers, and the image falls under the category of portrait photography.",-1,900,1,1
pair_1363,1460_3,6600K,1460_3_6600K.jpg,4.805739028,,2,60,2,0.9,0.86,"This is an image captured in an outdoor natural environment, with a background of blooming pink flowers. The main theme is to showcase the harmony between humans and nature. The person in the photo is dressed in traditional Chinese attire, holding a bouquet of flowers, and the image falls under the category of portrait photography.",1,1500,-1,1
pair_1364,1460_3,3600K,1460_3_3600K.jpg,10.01569766,,1,9,5,0.65,0.5,"This is an image captured in an outdoor natural environment, with a background of blooming pink flowers. The main theme is to showcase the harmony between humans and nature. The person in the photo is dressed in traditional Chinese attire, holding a bouquet of flowers, and the image falls under the category of portrait photography.",-1,1500,1,0.728217778
pair_1364,1460_3,10000K,1460_3_10000K.jpg,9.206317356,,2,77,4,0.6,0.43,"This is an image captured in an outdoor natural environment, with a background of blooming pink flowers. The main theme is to showcase the harmony between humans and nature. The person in the photo is dressed in traditional Chinese attire, holding a bouquet of flowers, and the image falls under the category of portrait photography.",1,4900,-1,0.728217778
pair_1365,1463_4,3600K,1463_4_3600K.jpg,7.242779603,,1,9,3,0.8,0.71,"This is an image of an indoor setting where green plants can be seen outside the window. The natural light coming through the window makes the interior appear bright. The subject is a woman sitting on a chair, enjoying a peaceful indoor moment. The green plants in the background gently contrast with her white dress, creating a relaxed atmosphere, and it belongs to portrait photography.",-1,750,1,0.594360938
pair_1365,1463_4,5800K,1463_4_5800K.jpg,6.683554895,,2,60,2,0.9,0.86,"This is an image of an indoor setting where green plants can be seen outside the window. The natural light coming through the window makes the interior appear bright. The subject is a woman sitting on a chair, enjoying a peaceful indoor moment. The green plants in the background gently contrast with her white dress, creating a relaxed atmosphere, and it belongs to portrait photography.",1,1450,-1,0.594360938
pair_1366,1463_4,3200K,1463_4_3200K.jpg,12.39686482,,1,7,4,0.65,0.5,"This is an image of an indoor setting where green plants can be seen outside the window. The natural light coming through the window makes the interior appear bright. The subject is a woman sitting on a chair, enjoying a peaceful indoor moment. The green plants in the background gently contrast with her white dress, creating a relaxed atmosphere, and it belongs to portrait photography.",-1,1150,1,0.522782999
pair_1366,1463_4,10000K,1463_4_10000K.jpg,12.71252197,,2,81,5,0.65,0.5,"This is an image of an indoor setting where green plants can be seen outside the window. The natural light coming through the window makes the interior appear bright. The subject is a woman sitting on a chair, enjoying a peaceful indoor moment. The green plants in the background gently contrast with her white dress, creating a relaxed atmosphere, and it belongs to portrait photography.",1,5650,-1,0.522782999
pair_1367,1465_2,3600K,1465_2_3600K.jpg,10.93110818,,1,9,3,0.75,0.64,"This is an outdoor image featuring a path filled with greenery and wrought iron railings. The theme is a fashionable woman walking on the path, exuding confidence and elegance, as part of fashion photography.",-1,750,-1,0.522782999
pair_1367,1465_2,5200K,1465_2_5200K.jpg,8.188463304,,2,57,2,0.9,0.86,"This is an outdoor image featuring a path filled with greenery and wrought iron railings. The theme is a fashionable woman walking on the path, exuding confidence and elegance, as part of fashion photography.",1,850,1,0.522782999
pair_1368,1465_2,3000K,1465_2_3000K.jpg,21.57632431,,1,6,6,0.5,0.29,"This is an outdoor image featuring a path filled with greenery and wrought iron railings. The theme is a fashionable woman walking on the path, exuding confidence and elegance, as part of fashion photography.",-1,1350,-1,1
pair_1368,1465_2,6400K,1465_2_6400K.jpg,14.34427189,,2,63,4,0.75,0.64,"This is an outdoor image featuring a path filled with greenery and wrought iron railings. The theme is a fashionable woman walking on the path, exuding confidence and elegance, as part of fashion photography.",1,2050,1,1
pair_1369,1465_2,2600K,1465_2_2600K.jpg,28.70341352,,1,4,7,0.4,0.14,"This is an outdoor image featuring a path filled with greenery and wrought iron railings. The theme is a fashionable woman walking on the path, exuding confidence and elegance, as part of fashion photography.",-1,1750,-1,1
pair_1369,1465_2,10000K,1465_2_10000K.jpg,21.50225362,,2,81,5,0.6,0.43,"This is an outdoor image featuring a path filled with greenery and wrought iron railings. The theme is a fashionable woman walking on the path, exuding confidence and elegance, as part of fashion photography.",1,5650,1,1
pair_137,1036_4,4200K,1036_4_4200K.jpg,7.214035929,,1,12,2,0.9,0.86,"This is an image of a water scene, featuring a person dressed in transparent white clothing posing in the water. The person appears relaxed and graceful, exemplifying portrait photography.",-1,750,1,0.728217778
pair_137,1036_4,6600K,1036_4_6600K.jpg,9.215496592,,2,61,3,0.65,0.5,"This is an image of a water scene, featuring a person dressed in transparent white clothing posing in the water. The person appears relaxed and graceful, exemplifying portrait photography.",1,1650,-1,0.728217778
pair_1370,1466_1,4000K,1466_1_4000K.jpg,6.561437071,,1,11,2,0.75,0.64,"This is an image of an outdoor park environment, featuring a portrait of a woman sitting on the ground and wearing a blue patterned dress. It belongs to the category of portrait photography.",-1,650,-1,0.522782999
pair_1370,1466_1,5600K,1466_1_5600K.jpg,7.084878856,,2,57,3,0.85,0.79,"This is an image of an outdoor park environment, featuring a portrait of a woman sitting on the ground and wearing a blue patterned dress. It belongs to the category of portrait photography.",1,950,1,0.522782999
pair_1371,1466_1,3200K,1466_1_3200K.jpg,15.20114627,,1,7,5,0.5,0.29,"This is an image of an outdoor park environment, featuring a portrait of a woman sitting on the ground and wearing a blue patterned dress. It belongs to the category of portrait photography.",-1,1450,-1,0.728217778
pair_1371,1466_1,7000K,1466_1_7000K.jpg,12.60849667,,2,64,4,0.75,0.64,"This is an image of an outdoor park environment, featuring a portrait of a woman sitting on the ground and wearing a blue patterned dress. It belongs to the category of portrait photography.",1,2350,1,0.728217778
pair_1372,1466_1,2600K,1466_1_2600K.jpg,21.51091226,,1,4,7,0.4,0.14,"This is an image of an outdoor park environment, featuring a portrait of a woman sitting on the ground and wearing a blue patterned dress. It belongs to the category of portrait photography.",-1,2050,-1,0.728217778
pair_1372,1466_1,10000K,1466_1_10000K.jpg,17.81276406,,2,79,6,0.65,0.5,"This is an image of an outdoor park environment, featuring a portrait of a woman sitting on the ground and wearing a blue patterned dress. It belongs to the category of portrait photography.",1,5350,1,0.728217778
pair_1373,1467_2,4200K,1467_2_4200K.jpg,5.698188076,,1,12,2,0.9,0.86,"This is an indoor photograph featuring a room decorated with playful elements. In the scene, there is a soda dispenser for cola. The subject is a child fashionably dressed for the photo, wearing a pink shirt and white shorts, with sneakers on their feet, striking a lively pose. It is a portrait photography.",-1,700,1,1
pair_1373,1467_2,6400K,1467_2_6400K.jpg,6.369112321,,2,60,3,0.75,0.64,"This is an indoor photograph featuring a room decorated with playful elements. In the scene, there is a soda dispenser for cola. The subject is a child fashionably dressed for the photo, wearing a pink shirt and white shorts, with sneakers on their feet, striking a lively pose. It is a portrait photography.",1,1500,-1,1
pair_1374,1467_2,3600K,1467_2_3600K.jpg,12.38903235,,1,9,5,0.75,0.64,"This is an indoor photograph featuring a room decorated with playful elements. In the scene, there is a soda dispenser for cola. The subject is a child fashionably dressed for the photo, wearing a pink shirt and white shorts, with sneakers on their feet, striking a lively pose. It is a portrait photography.",-1,1300,1,1
pair_1374,1467_2,10000K,1467_2_10000K.jpg,12.15566976,,2,78,4,0.55,0.36,"This is an indoor photograph featuring a room decorated with playful elements. In the scene, there is a soda dispenser for cola. The subject is a child fashionably dressed for the photo, wearing a pink shirt and white shorts, with sneakers on their feet, striking a lively pose. It is a portrait photography.",1,5100,-1,1
pair_1375,1468_1,4400K,1468_1_4400K.jpg,5.693715174,,1,13,2,0.9,0.86,"This is an image of a park pathway, featuring a young woman enjoying a leisurely moment of reading a book. She is surrounded by blooming trees and green grass in the springtime, representing a scene of relaxation and lifestyle photography.",-1,800,1,0.594360938
pair_1375,1468_1,7000K,1468_1_7000K.jpg,6.987405485,,2,61,3,0.8,0.71,"This is an image of a park pathway, featuring a young woman enjoying a leisurely moment of reading a book. She is surrounded by blooming trees and green grass in the springtime, representing a scene of relaxation and lifestyle photography.",1,1800,-1,0.594360938
pair_1376,1468_1,3800K,1468_1_3800K.jpg,11.46283825,,1,10,4,0.65,0.5,"This is an image of a park pathway, featuring a young woman enjoying a leisurely moment of reading a book. She is surrounded by blooming trees and green grass in the springtime, representing a scene of relaxation and lifestyle photography.",-1,1400,1,0.728217778
pair_1376,1468_1,10000K,1468_1_10000K.jpg,12.22871878,,2,76,5,0.65,0.5,"This is an image of a park pathway, featuring a young woman enjoying a leisurely moment of reading a book. She is surrounded by blooming trees and green grass in the springtime, representing a scene of relaxation and lifestyle photography.",1,4800,-1,0.728217778
pair_1377,1469_4,4000K,1469_4_4000K.jpg,3.731822174,,1,11,2,0.9,0.86,"This is an indoor image with the theme of children interacting with toys, which falls under the category of toy photography.",-1,600,1,1
pair_1377,1469_4,6400K,1469_4_6400K.jpg,5.426435863,,2,61,3,0.8,0.71,"This is an indoor image with the theme of children interacting with toys, which falls under the category of toy photography.",1,1800,-1,1
pair_1378,1469_4,3600K,1469_4_3600K.jpg,6.661212667,,1,9,4,0.7,0.57,"This is an indoor image with the theme of children interacting with toys, which falls under the category of toy photography.",-1,1000,1,1
pair_1378,1469_4,10000K,1469_4_10000K.jpg,9.695434298,,2,79,5,0.55,0.36,"This is an indoor image with the theme of children interacting with toys, which falls under the category of toy photography.",1,5400,-1,1
pair_1379,146_12,3600K,146_12_3600K.jpg,6.134091974,,1,9,2,0.9,0.86,"This is an image captured in an outdoor natural setting, featuring a woman enjoying her time outdoors on a sunny day. She is holding a straw hat and dressed in lightweight clothing. The background consists of blurred green plants, making it a portrait photograph.",-1,600,1,0.728217778
pair_1379,146_12,5800K,146_12_5800K.jpg,8.041339997,,2,60,3,0.8,0.71,"This is an image captured in an outdoor natural setting, featuring a woman enjoying her time outdoors on a sunny day. She is holding a straw hat and dressed in lightweight clothing. The background consists of blurred green plants, making it a portrait photograph.",1,1600,-1,0.728217778
pair_138,1036_4,3600K,1036_4_3600K.jpg,14.64939888,,1,9,4,0.8,0.71,"This is an image of a water scene, featuring a person dressed in transparent white clothing posing in the water. The person appears relaxed and graceful, exemplifying portrait photography.",-1,1350,-1,0.522782999
pair_138,1036_4,10000K,1036_4_10000K.jpg,17.19122965,,2,78,5,0.55,0.36,"This is an image of a water scene, featuring a person dressed in transparent white clothing posing in the water. The person appears relaxed and graceful, exemplifying portrait photography.",1,5050,1,0.522782999
pair_1380,146_12,3000K,146_12_3000K.jpg,14.83592763,,1,6,5,0.65,0.5,"This is an image captured in an outdoor natural setting, featuring a woman enjoying her time outdoors on a sunny day. She is holding a straw hat and dressed in lightweight clothing. The background consists of blurred green plants, making it a portrait photograph.",-1,1200,1,0.522782999
pair_1380,146_12,10000K,146_12_10000K.jpg,14.2277327,,2,81,4,0.65,0.5,"This is an image captured in an outdoor natural setting, featuring a woman enjoying her time outdoors on a sunny day. She is holding a straw hat and dressed in lightweight clothing. The background consists of blurred green plants, making it a portrait photograph.",1,5800,-1,0.522782999
pair_1381,146_7,3400K,146_7_3400K.jpg,7.004895775,,1,8,2,0.9,0.86,"This is an image of an outdoor scene in nature. The subject is a young woman wearing a woven straw hat, basking in the sunlight. Her profile appears serene and gentle under the illumination of the sun. The background consists of a blurred green landscape, characterizing the photo as portrait photography.",-1,700,-1,0.522782999
pair_1381,146_7,5600K,146_7_5600K.jpg,7.499510649,,2,60,3,0.8,0.71,"This is an image of an outdoor scene in nature. The subject is a young woman wearing a woven straw hat, basking in the sunlight. Her profile appears serene and gentle under the illumination of the sun. The background consists of a blurred green landscape, characterizing the photo as portrait photography.",1,1500,1,0.522782999
pair_1382,146_7,2800K,146_7_2800K.jpg,16.54741682,,1,5,5,0.6,0.43,"This is an image of an outdoor scene in nature. The subject is a young woman wearing a woven straw hat, basking in the sunlight. Her profile appears serene and gentle under the illumination of the sun. The background consists of a blurred green landscape, characterizing the photo as portrait photography.",-1,1300,-1,0.594360938
pair_1382,146_7,10000K,146_7_10000K.jpg,13.54895924,,2,82,4,0.7,0.57,"This is an image of an outdoor scene in nature. The subject is a young woman wearing a woven straw hat, basking in the sunlight. Her profile appears serene and gentle under the illumination of the sun. The background consists of a blurred green landscape, characterizing the photo as portrait photography.",1,5900,1,0.594360938
pair_1383,1470_3,4200K,1470_3_4200K.jpg,7.898673039,,1,12,3,0.8,0.71,"This is an image of a seaside rooftop pool, featuring a woman in a wedding dress seated at the edge of the pool. The background showcases an endless ocean and a sky filled with white clouds and blue hues, conveying an atmosphere of elegance and tranquility. This belongs to the genre of bridal portrait photography.",-1,1000,-1,0.728217778
pair_1383,1470_3,6400K,1470_3_6400K.jpg,7.147658496,,2,58,2,0.9,0.86,"This is an image of a seaside rooftop pool, featuring a woman in a wedding dress seated at the edge of the pool. The background showcases an endless ocean and a sky filled with white clouds and blue hues, conveying an atmosphere of elegance and tranquility. This belongs to the genre of bridal portrait photography.",1,1200,1,0.728217778
pair_1384,1470_3,3400K,1470_3_3400K.jpg,14.93567878,,1,8,5,0.5,0.29,"This is an image of a seaside rooftop pool, featuring a woman in a wedding dress seated at the edge of the pool. The background showcases an endless ocean and a sky filled with white clouds and blue hues, conveying an atmosphere of elegance and tranquility. This belongs to the genre of bridal portrait photography.",-1,1800,-1,0.728217778
pair_1384,1470_3,7600K,1470_3_7600K.jpg,12.1704269,,2,64,4,0.7,0.57,"This is an image of a seaside rooftop pool, featuring a woman in a wedding dress seated at the edge of the pool. The background showcases an endless ocean and a sky filled with white clouds and blue hues, conveying an atmosphere of elegance and tranquility. This belongs to the genre of bridal portrait photography.",1,2400,1,0.728217778
pair_1385,1470_3,2600K,1470_3_2600K.jpg,23.2049503,,1,4,7,0.4,0.14,"This is an image of a seaside rooftop pool, featuring a woman in a wedding dress seated at the edge of the pool. The background showcases an endless ocean and a sky filled with white clouds and blue hues, conveying an atmosphere of elegance and tranquility. This belongs to the genre of bridal portrait photography.",-1,2600,-1,0.728217778
pair_1385,1470_3,10000K,1470_3_10000K.jpg,17.85354536,,2,76,6,0.6,0.43,"This is an image of a seaside rooftop pool, featuring a woman in a wedding dress seated at the edge of the pool. The background showcases an endless ocean and a sky filled with white clouds and blue hues, conveying an atmosphere of elegance and tranquility. This belongs to the genre of bridal portrait photography.",1,4800,1,0.728217778
pair_1386,1472_2,4400K,1472_2_4400K.jpg,5.406946459,,1,13,2,0.9,0.86,"This is an image of an indoor photography studio. The subject is a bride dressed in a luxurious wedding gown adorned with intricate lace trimmings. She wears a delicate and airy veil, which infuses the entire scene with a romantic and elegant ambiance. The photograph falls under the category of portrait photography.",-1,650,1,0.728217778
pair_1386,1472_2,6000K,1472_2_6000K.jpg,6.058982812,,2,57,3,0.8,0.71,"This is an image of an indoor photography studio. The subject is a bride dressed in a luxurious wedding gown adorned with intricate lace trimmings. She wears a delicate and airy veil, which infuses the entire scene with a romantic and elegant ambiance. The photograph falls under the category of portrait photography.",1,950,-1,0.728217778
pair_1387,1472_2,4000K,1472_2_4000K.jpg,8.869483532,,1,11,4,0.7,0.57,"This is an image of an indoor photography studio. The subject is a bride dressed in a luxurious wedding gown adorned with intricate lace trimmings. She wears a delicate and airy veil, which infuses the entire scene with a romantic and elegant ambiance. The photograph falls under the category of portrait photography.",-1,1050,1,1
pair_1387,1472_2,7200K,1472_2_7200K.jpg,10.54730652,,2,63,5,0.6,0.43,"This is an image of an indoor photography studio. The subject is a bride dressed in a luxurious wedding gown adorned with intricate lace trimmings. She wears a delicate and airy veil, which infuses the entire scene with a romantic and elegant ambiance. The photograph falls under the category of portrait photography.",1,2150,-1,1
pair_1388,1472_2,3400K,1472_2_3400K.jpg,14.08051891,,1,8,6,0.45,0.21,"This is an image of an indoor photography studio. The subject is a bride dressed in a luxurious wedding gown adorned with intricate lace trimmings. She wears a delicate and airy veil, which infuses the entire scene with a romantic and elegant ambiance. The photograph falls under the category of portrait photography.",-1,1650,1,0.728217778
pair_1388,1472_2,10000K,1472_2_10000K.jpg,15.46001576,,2,77,7,0.45,0.21,"This is an image of an indoor photography studio. The subject is a bride dressed in a luxurious wedding gown adorned with intricate lace trimmings. She wears a delicate and airy veil, which infuses the entire scene with a romantic and elegant ambiance. The photograph falls under the category of portrait photography.",1,4950,-1,0.728217778
pair_1389,1473_0,6000K,1473_0_6000K.jpg,5.750752066,,1,21,3,0.8,0.71,"This is an image of an outdoor setting featuring a wooden fence, with a natural landscape faintly visible in the background. Sunlight is cast upon the fence. The theme conveys a sense of relaxation and tranquility under natural light, likely evoking a calm and serene mood. It belongs to the genre of portrait photography.",-1,1300,1,0.522782999
pair_1389,1473_0,10000K,1473_0_10000K.jpg,5.565662928,,2,66,2,0.9,0.86,"This is an image of an outdoor setting featuring a wooden fence, with a natural landscape faintly visible in the background. Sunlight is cast upon the fence. The theme conveys a sense of relaxation and tranquility under natural light, likely evoking a calm and serene mood. It belongs to the genre of portrait photography.",1,2700,-1,0.522782999
pair_139,1037_2,4200K,1037_2_4200K.jpg,7.899525923,,1,12,3,0.7,0.57,"This is an image by the lakeside, featuring a person standing on a rock in the water. They are dressed in casual and comfortable clothing, with a serene natural landscape in the background. It belongs to the genre of environmental portrait photography.",-1,950,-1,0.594360938
