pair,FileName,Subfolder,ImageName,deltaE2000,Description,Majority_Label,Confidence
pair_2104,a2151-Ja_Pe-21,2800K,a2151-Ja_Pe-21_2800K.jpg,24.11077121,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",-1,0.594360938
pair_2104,a2151-Ja_Pe-21,10000K,a2151-Ja_Pe-21_10000K.jpg,22.10997262,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",1,0.594360938
pair_2105,a2151-Ja_Pe-21,4206K,a2151-Ja_Pe-21_gt.jpg,0,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",1,1
pair_2105,a2151-Ja_Pe-21,3800K,a2151-Ja_Pe-21_3800K.jpg,7.390244387,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",-1,1
pair_2106,a2151-Ja_Pe-21,4206K,a2151-Ja_Pe-21_gt.jpg,0,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",1,1
pair_2106,a2151-Ja_Pe-21,5000K,a2151-Ja_Pe-21_5000K.jpg,9.737534028,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",-1,1
pair_2107,a2151-Ja_Pe-21,4206K,a2151-Ja_Pe-21_gt.jpg,0,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",1,1
pair_2107,a2151-Ja_Pe-21,6000K,a2151-Ja_Pe-21_6000K.jpg,15.67984793,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",-1,1
pair_2108,a2151-Ja_Pe-21,4206K,a2151-Ja_Pe-21_gt.jpg,0,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",1,1
pair_2108,a2151-Ja_Pe-21,3200K,a2151-Ja_Pe-21_3200K.jpg,18.10037476,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",-1,1
pair_2109,a2151-Ja_Pe-21,4206K,a2151-Ja_Pe-21_gt.jpg,0,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",1,1
pair_2109,a2151-Ja_Pe-21,10000K,a2151-Ja_Pe-21_10000K.jpg,22.10997262,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",-1,1
pair_211,a0147-kme_333,5001K,a0147-kme_333_gt.jpg,0,"This is an image of riverside woodland, featuring a tranquil scene of a small green boat docked at the shore, surrounded by lush vegetation and a serene water surface, categorized as nature landscape photography.",1,1
pair_211,a0147-kme_333,2600K,a0147-kme_333_2600K.jpg,27.13022843,"This is an image of riverside woodland, featuring a tranquil scene of a small green boat docked at the shore, surrounded by lush vegetation and a serene water surface, categorized as nature landscape photography.",-1,1
pair_2110,a2151-Ja_Pe-21,4206K,a2151-Ja_Pe-21_gt.jpg,0,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",1,1
pair_2110,a2151-Ja_Pe-21,2800K,a2151-Ja_Pe-21_2800K.jpg,24.11077121,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",-1,1
pair_2111,a2151-Ja_Pe-21,4206K,a2151-Ja_Pe-21_gt.jpg,0,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",1,1
pair_2111,a2151-Ja_Pe-21,2000K,a2151-Ja_Pe-21_2000K.jpg,33.22594093,"This is an image of a wavy geometric pattern on a paved surface, with a theme focused on the artistic and practical aspects of black and white design. It falls under architectural photography.",-1,1
pair_2112,a2156-_DSC0008-3,4400K,a2156-_DSC0008-3_4400K.jpg,6.319182919,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",0,0.5
pair_2112,a2156-_DSC0008-3,7000K,a2156-_DSC0008-3_7000K.jpg,4.621569715,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",0,0.5
pair_2113,a2156-_DSC0008-3,3600K,a2156-_DSC0008-3_3600K.jpg,13.10119649,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",1,0.728217778
pair_2113,a2156-_DSC0008-3,10000K,a2156-_DSC0008-3_10000K.jpg,8.611981139,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",-1,0.728217778
pair_2114,a2156-_DSC0008-3,5550K,a2156-_DSC0008-3_gt.jpg,0,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",1,1
pair_2114,a2156-_DSC0008-3,7000K,a2156-_DSC0008-3_7000K.jpg,4.621569715,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",-1,1
pair_2115,a2156-_DSC0008-3,5550K,a2156-_DSC0008-3_gt.jpg,0,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",1,1
pair_2115,a2156-_DSC0008-3,4400K,a2156-_DSC0008-3_4400K.jpg,6.319182919,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",-1,1
pair_2116,a2156-_DSC0008-3,5550K,a2156-_DSC0008-3_gt.jpg,0,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",1,1
pair_2116,a2156-_DSC0008-3,10000K,a2156-_DSC0008-3_10000K.jpg,8.611981139,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",-1,1
pair_2117,a2156-_DSC0008-3,5550K,a2156-_DSC0008-3_gt.jpg,0,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",1,1
pair_2117,a2156-_DSC0008-3,3600K,a2156-_DSC0008-3_3600K.jpg,13.10119649,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",-1,1
pair_2118,a2156-_DSC0008-3,5550K,a2156-_DSC0008-3_gt.jpg,0,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",1,1
pair_2118,a2156-_DSC0008-3,3000K,a2156-_DSC0008-3_3000K.jpg,19.56536005,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",-1,1
pair_2119,a2156-_DSC0008-3,5550K,a2156-_DSC0008-3_gt.jpg,0,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",1,1
pair_2119,a2156-_DSC0008-3,2600K,a2156-_DSC0008-3_2600K.jpg,24.00735541,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",-1,1
pair_212,a0147-kme_333,5001K,a0147-kme_333_gt.jpg,0,"This is an image of riverside woodland, featuring a tranquil scene of a small green boat docked at the shore, surrounded by lush vegetation and a serene water surface, categorized as nature landscape photography.",1,1
pair_212,a0147-kme_333,2200K,a0147-kme_333_2200K.jpg,36.0359748,"This is an image of riverside woodland, featuring a tranquil scene of a small green boat docked at the shore, surrounded by lush vegetation and a serene water surface, categorized as nature landscape photography.",-1,1
pair_2120,a2156-_DSC0008-3,5550K,a2156-_DSC0008-3_gt.jpg,0,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",1,1
pair_2120,a2156-_DSC0008-3,2000K,a2156-_DSC0008-3_2000K.jpg,30.21057523,"This is an image of a natural landscape, depicting a residential area situated on the edge of a valley, surrounded by dry shrubs and rolling hills. The theme is the harmonious coexistence of the residential area and the natural environment, showcasing the scene of living on the edge of nature. It belongs to landscape photography.",-1,1
pair_2121,a2165-LS051026_day_3_arrive46,2600K,a2165-LS051026_day_3_arrive46_2600K.jpg,7.186458011,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",0,0.5
pair_2121,a2165-LS051026_day_3_arrive46,3400K,a2165-LS051026_day_3_arrive46_3400K.jpg,9.700060319,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",0,0.5
pair_2122,a2165-LS051026_day_3_arrive46,2400K,a2165-LS051026_day_3_arrive46_2400K.jpg,12.73476849,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",0,0.5
pair_2122,a2165-LS051026_day_3_arrive46,3800K,a2165-LS051026_day_3_arrive46_3800K.jpg,14.36559252,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",0,0.5
pair_2123,a2165-LS051026_day_3_arrive46,2000K,a2165-LS051026_day_3_arrive46_2000K.jpg,21.16976887,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",-1,0.728217778
pair_2123,a2165-LS051026_day_3_arrive46,5000K,a2165-LS051026_day_3_arrive46_5000K.jpg,21.1052523,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",1,0.728217778
pair_2124,a2165-LS051026_day_3_arrive46,2878K,a2165-LS051026_day_3_arrive46_gt.jpg,0,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",1,1
pair_2124,a2165-LS051026_day_3_arrive46,2600K,a2165-LS051026_day_3_arrive46_2600K.jpg,7.186458011,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",-1,1
pair_2125,a2165-LS051026_day_3_arrive46,2878K,a2165-LS051026_day_3_arrive46_gt.jpg,0,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",1,1
pair_2125,a2165-LS051026_day_3_arrive46,3400K,a2165-LS051026_day_3_arrive46_3400K.jpg,9.700060319,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",-1,1
pair_2126,a2165-LS051026_day_3_arrive46,2878K,a2165-LS051026_day_3_arrive46_gt.jpg,0,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",1,1
pair_2126,a2165-LS051026_day_3_arrive46,2400K,a2165-LS051026_day_3_arrive46_2400K.jpg,12.73476849,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",-1,1
pair_2127,a2165-LS051026_day_3_arrive46,2878K,a2165-LS051026_day_3_arrive46_gt.jpg,0,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",1,1
pair_2127,a2165-LS051026_day_3_arrive46,3800K,a2165-LS051026_day_3_arrive46_3800K.jpg,14.36559252,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",-1,1
pair_2128,a2165-LS051026_day_3_arrive46,2878K,a2165-LS051026_day_3_arrive46_gt.jpg,0,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",1,1
pair_2128,a2165-LS051026_day_3_arrive46,5000K,a2165-LS051026_day_3_arrive46_5000K.jpg,21.1052523,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",-1,1
pair_2129,a2165-LS051026_day_3_arrive46,2878K,a2165-LS051026_day_3_arrive46_gt.jpg,0,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",1,1
pair_2129,a2165-LS051026_day_3_arrive46,2000K,a2165-LS051026_day_3_arrive46_2000K.jpg,21.16976887,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",-1,1
pair_213,a0147-kme_333,5001K,a0147-kme_333_gt.jpg,0,"This is an image of riverside woodland, featuring a tranquil scene of a small green boat docked at the shore, surrounded by lush vegetation and a serene water surface, categorized as nature landscape photography.",1,1
pair_213,a0147-kme_333,2000K,a0147-kme_333_2000K.jpg,40.69652402,"This is an image of riverside woodland, featuring a tranquil scene of a small green boat docked at the shore, surrounded by lush vegetation and a serene water surface, categorized as nature landscape photography.",-1,1
pair_2130,a2165-LS051026_day_3_arrive46,2878K,a2165-LS051026_day_3_arrive46_gt.jpg,0,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",1,1
pair_2130,a2165-LS051026_day_3_arrive46,10000K,a2165-LS051026_day_3_arrive46_10000K.jpg,27.15000649,"This is an image of an indoor hallway, depicting a children's coat area. The walls are lined with colorful coats and jackets. The focus is on a young boy who is looking for or retrieving his clothes. He is wearing a red top and facing the coat rack, concentrating on his selection. This is a piece of lifestyle photography.",-1,1
pair_2131,a2178-jmac_DSC0711,4000K,a2178-jmac_DSC0711_4000K.jpg,8.709709196,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",1,0.522782999
pair_2131,a2178-jmac_DSC0711,5200K,a2178-jmac_DSC0711_5200K.jpg,7.630154413,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",-1,0.522782999
pair_2132,a2178-jmac_DSC0711,3400K,a2178-jmac_DSC0711_3400K.jpg,17.8930129,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",-1,1
pair_2132,a2178-jmac_DSC0711,6200K,a2178-jmac_DSC0711_6200K.jpg,13.94941459,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",1,1
pair_2133,a2178-jmac_DSC0711,2800K,a2178-jmac_DSC0711_2800K.jpg,24.98398102,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",-1,1
pair_2133,a2178-jmac_DSC0711,10000K,a2178-jmac_DSC0711_10000K.jpg,20.53412372,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",1,1
pair_2134,a2178-jmac_DSC0711,4550K,a2178-jmac_DSC0711_gt.jpg,0,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",1,1
pair_2134,a2178-jmac_DSC0711,5200K,a2178-jmac_DSC0711_5200K.jpg,7.630154413,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",-1,1
pair_2135,a2178-jmac_DSC0711,4550K,a2178-jmac_DSC0711_gt.jpg,0,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",1,1
pair_2135,a2178-jmac_DSC0711,4000K,a2178-jmac_DSC0711_4000K.jpg,8.709709196,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",-1,1
pair_2136,a2178-jmac_DSC0711,4550K,a2178-jmac_DSC0711_gt.jpg,0,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",1,1
pair_2136,a2178-jmac_DSC0711,6200K,a2178-jmac_DSC0711_6200K.jpg,13.94941459,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",-1,1
pair_2137,a2178-jmac_DSC0711,4550K,a2178-jmac_DSC0711_gt.jpg,0,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",1,1
pair_2137,a2178-jmac_DSC0711,3400K,a2178-jmac_DSC0711_3400K.jpg,17.8930129,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",-1,1
pair_2138,a2178-jmac_DSC0711,4550K,a2178-jmac_DSC0711_gt.jpg,0,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",1,1
pair_2138,a2178-jmac_DSC0711,10000K,a2178-jmac_DSC0711_10000K.jpg,20.53412372,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",-1,1
pair_2139,a2178-jmac_DSC0711,4550K,a2178-jmac_DSC0711_gt.jpg,0,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",1,1
pair_2139,a2178-jmac_DSC0711,2800K,a2178-jmac_DSC0711_2800K.jpg,24.98398102,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",-1,1
pair_214,a0156-_DSC0008,4200K,a0156-_DSC0008_4200K.jpg,8.977654251,"This is an image of a forest trail, featuring a group of people hiking through the woods. They are walking along the path, surrounded by lush trees and shrubs, showcasing a scene of nature exploration and outdoor activity. It is categorized as landscape photography.",1,0.728217778
pair_214,a0156-_DSC0008,10000K,a0156-_DSC0008_10000K.jpg,10.91691314,"This is an image of a forest trail, featuring a group of people hiking through the woods. They are walking along the path, surrounded by lush trees and shrubs, showcasing a scene of nature exploration and outdoor activity. It is categorized as landscape photography.",-1,0.728217778
pair_2140,a2178-jmac_DSC0711,4550K,a2178-jmac_DSC0711_gt.jpg,0,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",1,1
pair_2140,a2178-jmac_DSC0711,2000K,a2178-jmac_DSC0711_2000K.jpg,32.14942553,"This is an image of an arid grassland environment, focusing on showcasing the vegetation in arid regions. At the center of the picture is a plant with long leaves, surrounded by dry wild grass covering the ground. It falls under the category of landscape photography.",-1,1
pair_2141,a2185-jmacDSC_0048,4400K,a2185-jmacDSC_0048_4400K.jpg,8.216735572,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",1,0.522782999
pair_2141,a2185-jmacDSC_0048,6000K,a2185-jmacDSC_0048_6000K.jpg,6.721181335,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",-1,0.522782999
pair_2142,a2185-jmacDSC_0048,3800K,a2185-jmacDSC_0048_3800K.jpg,16.18860981,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",-1,0.522782999
pair_2142,a2185-jmacDSC_0048,7200K,a2185-jmacDSC_0048_7200K.jpg,12.46219267,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",1,0.522782999
pair_2143,a2185-jmacDSC_0048,3000K,a2185-jmacDSC_0048_3000K.jpg,25.28507519,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",-1,1
pair_2143,a2185-jmacDSC_0048,10000K,a2185-jmacDSC_0048_10000K.jpg,18.39081128,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",1,1
pair_2144,a2185-jmacDSC_0048,5150K,a2185-jmacDSC_0048_gt.jpg,0,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",1,1
pair_2144,a2185-jmacDSC_0048,6000K,a2185-jmacDSC_0048_6000K.jpg,6.721181335,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",-1,1
pair_2145,a2185-jmacDSC_0048,5150K,a2185-jmacDSC_0048_gt.jpg,0,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",1,1
pair_2145,a2185-jmacDSC_0048,4400K,a2185-jmacDSC_0048_4400K.jpg,8.216735572,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",-1,1
pair_2146,a2185-jmacDSC_0048,5150K,a2185-jmacDSC_0048_gt.jpg,0,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",1,1
pair_2146,a2185-jmacDSC_0048,7200K,a2185-jmacDSC_0048_7200K.jpg,12.46219267,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",-1,1
pair_2147,a2185-jmacDSC_0048,5150K,a2185-jmacDSC_0048_gt.jpg,0,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",1,1
pair_2147,a2185-jmacDSC_0048,3800K,a2185-jmacDSC_0048_3800K.jpg,16.18860981,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",-1,1
pair_2148,a2185-jmacDSC_0048,5150K,a2185-jmacDSC_0048_gt.jpg,0,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",1,1
pair_2148,a2185-jmacDSC_0048,10000K,a2185-jmacDSC_0048_10000K.jpg,18.39081128,"This is an image of a rural outdoor setting, featuring a Jeep parked on a rugged dirt road. Surrounding it are vast mountain ranges, along with blue skies and white clouds. The photo falls under the category of landscape photography.",-1,1
